source,keyword,job_label,title,company,industry,location,experience,skills,salary,deadline,url,crawled_at,description
리멤버,데이터분석,데이터 엔지니어,[한샘] 데이터 엔지니어,(주)한샘,,서울특별시 마포구,3년 이상,"SQL, BigQuery, ETL, Tableau, Python",,2026-06-30,https://career.rememberapp.co.kr/job/postings/316961,2026-06-12 09:44,"• 데이터의 안정적인 수집·저장·처리를 위한 GCP, AWS 기반의 데이터 인프라 구축 및 운영
• 다양한 소스로부터 데이터를 수집하고, 분석에 최적화된 형태로 가공·제공하는 데이터 파이프라인 구축 및 운영
• 데이터 분석, 머신러닝 환경(MLOps) 구축을 위한 실시간·배치 ETL 설계 및 개발 [필수사항]
• Python 및 SQL을 활용한 3년 이상의 데이터 엔지니어 실무 경험이 있는 분
• 클라우드 환경에서 데이터 파이프라인 설계 및 운영 경험이 있는 분 (GCP/AWS)
• 대용량 데이터 환경에서의 ETL/ELT 파이프라인 설계 및 개발 경험이 있는 분
• Airflow 및 기타 ETL 도구를 사용하여 데이터 파이프라인 구축 및 운영 가능하신 분

[공통사항]
• 입사지원 후 3개월 내 입사 가능한 자 
• 병역 필 또는 면제자로 해외 여행에 결격 사유가 없는 자 • AWS(S3, Glue, Redshift 등) 및 GCP(BigQuery 등) 기반 서비스 구축 및 운영 경험자
• 데이터 시각화 도구 사용 경험자 (Tableau, SuperSet 등)
• 제조, 유통, 쇼핑몰 관련 데이터 파이프라인 설계·구축·운영 경험자
• 개발, 기획, 마케팅 등 유관 부서와의 적극적인 커뮤니케이션이 가능하신 분"
리멤버,데이터분석,백엔드,[빼기] ASIA NO.1 환경플랫폼 Founding AI Engineer (Vision/Data/Optimization),(주)같다,,서울특별시 성동구,3~7년,"SQL, PostgreSQL, 데이터 정제, 통계, Python",,2026-06-14,https://career.rememberapp.co.kr/job/postings/316910,2026-06-12 09:44,"1. Computer Vision & OCR 기술 적용 및 고도화 
• 폐기물 사진을 분석하여 종류와 부피를 측정하는 객체 인식(Object Detection/Segmentation) 모델 개발 및 튜닝 
• 지자체 행정 문서 및 비정형 데이터 처리를 위한 OCR 도입 및 데이터 정제 파이프라인 구축 
• 기 존재하는 우수한 오픈소스 모델(YOLO, EfficientNet 등)을 우리 도메인에 맞게 파인튜닝(Fine-tuning)

2. 데이터 기반 최적화(Optimization) 알고리즘 구현 
• 수거 차량의 이동 거리를 최소화하고 효율을 높이는 경로 최적화(Route Optimization) 알고리즘 도입 
• 시공간 데이터를 분석하여 폐기물 발생량 예측 모델링

3. 최신 AI 트렌드 리서치 및 기술 내재화 
• 매일 쏟아지는 AI 관련 논문과 오픈소스를 리서치하고, 비즈니스에 접목할 아이디어 제안 
• AI 기술을 모바일 서비스(Android/iOS)에 경량화(On-device AI)하여 적용

4. 서비스 연동 및 프로토타이핑 (Full-Stack Approach) 
• 개발된 AI 모델을 검증하기 위한 MVP 앱 기능 개발 또는 기존 앱 기능 고도화 
• AI 연구 성과가 서비스에 반영되기까지의 공백을 메꾸며, 프로덕트의 완성도를 높이는 활동

[참고 : 현재 사용중인 기술스텍]
우리는 현재 성장을 위한 과도기에 있으며, 새로운 합류를 통해 더 나은 기술 스택으로 변화할 준비가 되어 있습니다
• Infra : AWS, Spring Cloud 기반 MSA, Docker 
• Back-end, Web : Java, spring, Node.js, Typescript, Nest.js, React, Redux, Next
• Application : Kotlin, Swift
• DB : PostgreSQL, Redis, MongoDB
• CI(CD) : GitHub, TeamCity, Pm2 • Python 및 DL 프레임워크(PyTorch, TensorFlow 등) 활용 능력이 있으신 분 
• 관련학과를 졸업하였거나 수료한 분 
• Computer Vision, NLP, 최적화 알고리즘 중 하나 이상의 프로젝트 수행 경험 
• 최신 논문(Paper)을 읽고 코드로 구현하거나, GitHub의 오픈소스를 분석하여 응용하는 데 두려움이 없는 분 
• 완벽한 자체 알고리즘보다, 기존 기술을 잘 조합하여 문제를 해결하는 '유연한 사고'를 가지신 분 
• 새로운 도메인(환경/폐기물)에 대한 호기심과 학습 의지가 강한 분 (신입/주니어라도 위 역량과 열정이 있다면 지원 가능) • Mobile Native App (Swift, Kotlin, Flutter 등) 개발 경험이 있거나 학습 의지가 있으신 분 (강력 우대) 
• TensorFlow Lite, CoreML 등을 활용한 온디바이스(On-device) AI 배포 경험 
• Kaggle, Dacon 등 AI/데이터 분석 대회 입상 경력 
• 수학적 사고력과 통계에 대한 기본 지식 보유자 
• 석사 학위 소지자 또는 그에 준하는 연구 경험"
리멤버,데이터분석,데이터 사이언티스트,데이터 사이언티스트(Data Scientist),(주)임팩티브에이아이,,서울특별시 강남구,3~10년,"SQL, 통계, Python",,상시채용,https://career.rememberapp.co.kr/job/postings/311711,2026-06-12 09:44,"•  고객사의 수요예측 및 재고 최적화 과제를 이해하고, 프로젝트 목적에 맞는 분석 범위와 수행 계획을 정의 
• 고객사 데이터와 업무 프로세스를 바탕으로 예측 결과 산출에 필요한 데이터 항목, 기준, 집계 단위, 검토 포인트를 정리
• 산업군 및 고객사 도메인에 대한 사전 리서치를 수행하여 수요 변동 요인, 운영 구조, 주요 의사결정 맥락을 파악
• 예측 모델 결과를 해석하고, 성능 지표, 데이터의 한계, 주요 영향 요인, 개선 방향을 고객사가 의사결정에 활용 할 수 있는 형태로 전달 
• 고객사 프로젝트의 WBS, 일정, 주요 산출물, 커뮤니케이션 이슈를 관리하며 프로젝트 수행을 리드 
• 프로젝트 수행 과정에서 확인된 고객 요구사항과 모델 활용 이슈를 유관 부서에 전달하여 솔루션 고도화에 기여 • 시계열 예측, 수요예측, 데이터 분석, 머신러닝 또는 관련 프로젝트에 대한 전문지식 보유 및 실무 경험 3년 이상
• Python, R, SQL 등 데이터 분석 도구를 활용하여 데이터 구조를 이해하고 분석 결과 검토 가능 
• 모델 성능 지표, 예측 결과, 데이터 품질 이슈를 이해하고 이를 논리적으로 설명할 수 있는 분 
• 고객의 비즈니스 요구사항을 분석 과제, 데이터 요건, 프로젝트 산출물로 구조화 가능 
• 다양한 이해관계자와 협업하며 일정, 이슈, 산출물을 관리할 수 있는 커뮤니케이션 역량 • 수요예측, 재고 최적화, 공급망 관리, 원자재 가격예측 등 예측, 최적화 관련 프로젝트 경험이 있으신 분 
• 시계열 예측, 머신러닝 기반 예측, 통계 기반 예측 모델의 결과를 해석하고, 성능 지표, 오차 원인, 데이터 한계, 운영 적합성을 평가하여 개선 방향을 도출해본 경험이 있으신 분 
• 고객사 대상 PoC 파일럿, 구축 프로젝트에서 PM, PL, 컨설턴트, 솔루션 담당자 또는 데이터사이언스 담당자로 참여하여 WBS 일정, 산출물, 이슈 및 리스크 관리 및 고객 커뮤니케이션 수행 경험"
리멤버,데이터 분석가,CX·CS,[역삼/외국계/IT] CS Analyst (주니어),(주)유니코써치,", , ",서울특별시 강남구,2~6년,LTV,,2026-06-21,https://career.rememberapp.co.kr/job/postings/318340,2026-06-12 09:44,"해당 포지션은 채용은 고객 상담을 직접 수행하는 역할이 아니라, 외주 컨택센터 운영을 관리·개선하고 고객 경험을 고도화하는 CS Associate, 오퍼레이션 포지션입니다.

주요업무 - 해당 포지션 유관 부서와 협업하여 컨택센터 운영 및 고객 데이터를 기반으로 고객 전략(상품·여정·서비스)을 기획·실행하고, 고객 유입·유지 및 LTV 증대를 이끄는 고객 중심(Customer-first) 역할을 수행합니다.

• 아웃소싱된 컨택센터의 일일 운영 성과를 모니터링하고, 이슈 발생 시 원인 분석(Root Cause Analysis) 및 해결 방안을 도출
• 기존 제품의 서비스 변경 및 신규 서비스 런칭 시 컨택센터의 원활하고 효율적인 운영을 위한 서비스 가이드 제공
• 컨택센터로부터 발생하는 일상 및 비정기 요청 사항에 대해 적절한 해결책 및 운영 가이드 제시
• 고객 서비스 관련 변경사항을 지속적으로 점검하고, 유관 부서와 협업하여 고객 지원이 신속하게 이루어지도록 조율
• Qualtrics 기반 데이터 및 고객 피드백을 분석하여 NPS(Net Promoter Score) 개선을 위한 대응 전략 수립 및 실행
• 신규 및 기존 제품의 고객 여정(Customer Journey)을 검토하고, 고객 서비스 환경 개선을 위한 제안 도출
• 고객 행동, 선호도 및 니즈에 대한 심층 이해를 위해 고객 조사(설문, 데스크 리서치, 정성 조사 등) 수행 및 지원 • 비즈니스 수준의 영어 활용 능력 보유자 우대
• 학사 학위 이상 및 관련 경력 3~5년 이상 보유자 (고객 지원/고객 경험, 경영 컨설팅, 보험 서비스 분야 우대)
• 고객 운영 및 서비스 혁신(Transformation) 경험 보유자로, 정량적 성과 개선을 이끌어낸 경험
• 온·오프라인 채널 전반에서 고객 중심(Customer-centric) 프로젝트 수행 경험
• Microsoft Office 기반 데이터 분석 및 모델링에 능숙한 리서치 및 분석 역량 보유자
• 이해관계자 관리, 프로젝트 관리, 회의 발표 및 워크숍 진행 경험
• 보험 상품, 시장 트렌드 및 고객 니즈에 대한 이해
• 애자일 조직, 프로세스 및 업무 방식에 대한 높은 이해도
• Microsoft Office 활용 능력 필수 (Excel, PowerPoint, Word, MS Project 등) • 콜센터 QA(Quality Assurance) 경험
• 외주 콜센터 또는 고객센터 운영/관리 경험
• 보험 상품 또는 보험 고객 서비스 경험
• 고객 여정(Customer Journey) 개선 프로젝트 경험
• AI 챗봇, 보이스봇, 자동화 CS 등 AI 기반 고객 서비스에 대한 관심"
리멤버,데이터 분석가,데이터 분석가,Digital Performance Analyst - Senior Specialist,한국필립모리스(주),,서울특별시 영등포구,7~9년,"SQL, BigQuery, Snowflake, Tableau, Power BI, Looker, A/B, Python, Pandas, NumPy, scikit-learn, Databricks",,상시채용,https://career.rememberapp.co.kr/job/postings/305718,2026-06-12 09:44,"Key Responsibilities

- Develop and execute data-driven strategies aligned with business objectives
- Analyze CRM data to derive actionable insights on customer behavior and marketing performance
- Collaborate with internal and external stakeholders to lead data-driven marketing initiatives
- Design and develop dashboards and data visualizations to support business decision-making
- Prepare clear and compelling reports and presentation materials to communicate insights
- Engage with business leaders to understand to identify opportunities and challenges to be supported by deep analytics
- Design experiments to test various hypotheses and perform significance testing and statistical modeling
- Implementing advanced analytics/modelling projects, including data ingestion, data management (scripts, modelling), data extraction, and execution of predictive models
- Support the analytics strategy to transition the lab from a reactive model to a predictive and prescriptive model
- Support lead developers & data engineers on Big Data projects in cloud storage management activities, data ingestion, data management (scripts, modelling), data extraction and visualization and support for execution of predictive modelling activities
 

Attitude & Values

- Strategic mindset with a strong focus on business impact
- Proven experience working in complex, cross-functional stakeholder environments
- Strong ability to make fast and informed decisions based on data
- Excellent detailed analytics ability to clearly communicate complex data to the stakeholders
- Proactive, adaptable, and solution-oriented approach to problem-solving Qualifications (Technical Skills)

- Proficiency in SQL for data extraction and analysis
- Experience with Python and data analysis / machine learning libraries
(e.g., Pandas, NumPy, Scikit-learn)
- Hands-on experience with data visualization tools
(e.g., Power BI, Tableau, Looker)
- Strong understanding of data modeling and data architecture
 

Other Skills

"
리멤버,데이터 분석가,사업분석(BA),"Sr. Manager, Business Analyst (Rocket Fresh)",쿠팡(주),,서울특별시 강남구,10~15년,"SQL, Tableau, Power BI, 통계, Databricks",,상시채용,https://career.rememberapp.co.kr/job/postings/316892,2026-06-12 09:44,"•비즈니스 심층 분석: 높은 수준의 문제 정의부터 상세한 해결책까지 유연하게 접근하여, 모호한 상황에서도 데이터를 기반으로 비즈니스 문제를 해결
• 협력사, 카테고리, 품목 단위의 비즈니스 인사이트를 도출하고, 이를 리포트 형태로 제작
• 이해관계자 관리 및 우선순위 설정: 프레시 내부적으로는 카테고리 팀, Instock, QA, PM, 외부로는 리테일 파이낸스 팀과 직접 협력하여 비즈니스 요구사항을 파악하고, 로드맵을 정의하며, 프로젝트의 우선순위를 관리
• 시각화 및 대시보드 개발: Tableau, Power BI 등의 시각화 툴을 활용하여 프로젝트 관련 주요 성과 지표를 추적하고 통찰력 있는 자동화된 대시보드 및 보고서를 개발하고 유지
• 프로세스 자동화: 반복적인 데이터 추출이나 데이터셋 생성을 자동화하고, Slack이나 이메일 등을 통해 효율적인 채널로 결과를 공유 • 비즈니스 분석가, 데이터 분석가 또는 통계 분석 역할에서 10년 이상의 관련 경험을 보유하신 분
• 비즈니스 환경에서 SQL 및 데이터베이스를 사용하여 대규모 데이터 세트를 처리하는 역량을 보유하신 분
• 대규모 데이터 세트로 작업하고 복잡한 SQL 쿼리를 작성하여 데이터를 가져오는 입증된 전문 경험을 보유하신 분
• Business Intelligence 시각화 툴(Tableau, Power BI)을 사용하여 복잡한 데이터를 직관적인 형식으로 표시하고 결과를 명확하고 간결하게 제시한 경험을 보유하신 분
• Airflow, Databricks등의 데이터 파이프라인 자동화 툴을 사용한 경험을 보유하신 분
• 다양한 유관부서와의 원활한 커뮤니케이션 기술을 보유하신 분 • 비즈니스 분석가, 데이터 분석가 또는 통계 분석 역할에서 입증된 경험을 보유하신 분
• SQL DB에서 데이터를 가져와 Claude로 분석하여 웹페이지 대시보드를 발행하는 작업 경험을 보유하신 분
• 비즈니스 영어 구사가 가능하신 분"
리멤버,데이터 분석가,사업개발(BD),"[쿠팡] 데이터 운영 PM (쿠팡이츠 머천트 CRM, 5년차 이상)",쿠팡(주),,서울특별시 강남구,5~8년,"SQL, A/B",,상시채용,https://career.rememberapp.co.kr/job/postings/316820,2026-06-12 09:44,"• 데이터 분석 기반의 머천트 대상 타겟팅 및 맞춤형 시나리오 설계와 실행
• A/B 테스트 수행을 통한 발송 메시징 최적화 및 고객 행동 변화 유도
• 커뮤니케이션 성과(CTR, CVR 등) 지표 모니터링 및 세그먼트별 전략 고도화
• 효율적인 이미지 콘텐츠 등록 및 관리를 위한 프로세스 설계 및 운영 효율화
• 동시다발적으로 진행되는 여러 커뮤니케이션 프로젝트의 우선순위 조율 및 일정 관리 • 마케팅, CRM 프로모션 또는 PM 분야에서 5년 이상의 관련 경력이 있으신 분
• 고객 행동 데이터를 분석하여 세그먼트별 시나리오를 설계하고 실제 실행까지 완료해 본 분
• 성과 지표(CTR, CVR 등)를 측정하고, 지속적인 딥다이브를 통해 지표를 개선해 본 분
• 세일즈, AM, 데이터 팀 등 유관 부서와 원활한 소통을 기반으로 생산적인 협업이 가능하신 분 • 동시다발적인 멀티 프로젝트를 주도적으로 관리하고 프로세스를 구축/실행해 본 분
• SQL, 고급 Excel 스킬 등을 활용하여 정량적 데이터를 직접 추출하고 분석할 수 있는 분
• 주도적으로 과제를 정의하고 해결하려는 적극성을 지닌 분"
리멤버,데이터 분석가,데이터 분석가,보험 데이터 분석가,(주)커넥트웨이브,,서울특별시 금천구,3~7년,"SQL, BigQuery, Tableau, GA4, A/B, 퍼널, Python",,상시채용,https://career.rememberapp.co.kr/job/postings/316772,2026-06-12 09:44,"• 보험 고객 행동 및 상담 DB 데이터를 분석해요.
• 유입 → 상담 → 계약 전환 퍼널 성과를 분석하고 최적화해요.
• 가격비교 사용자 기반으로 보험 전환 고객을 발굴하고, 세그먼트 전략을 수립해요.
• 상품 · 고객군별 성과를 분석하고, DB 품질을 관리해요.
• 마케팅/CRM 조직 대상으로 데이터 기반의 인사이트를 제공해요.
• 대시보드를 구축하고, A/B 테스트 분석을 통해 운영을 고도화해요. • 경력: 데이터 분석 실무 경력 3년~7년
• SQL 기반 데이터 추출 및 분석 역량을 보유하신 분
• GA4, BigQuery, Tableau 등 데이터 분석 및 시각화 툴 활용 경험이 있으신 분
• 데이터 기반으로 문제를 정의하고, 실행 가능한 인사이트를 도출할 수 있으신 분
• 마케팅 성과 및 고객 행동 데이터를 분석하며, 실제 개선 성과를 만들어 본 경험이 있으신 분
• 다양한 조직과 원활하게 커뮤니케이션하며 협업할 수 있으신 분 • 보험, 금융, 핀테크, 플랫폼 서비스 도메인 경험이 있으신 분
• 고객 세그먼트 분석 및 CRM 캠페인 분석 경험이 있으신 분
• Python/R 기반 데이터 분석 경험이 있으신 분
• 머신러닝 기반 고객 예측 모델 또는 이탈 예측 모델 운영 경험이 있으신 분
• 신규 서비스 초기 단계에서 데이터 체계 및 지표 설계를 경험해 보신 분"
리멤버,데이터 분석가,데이터 엔지니어,[부릉] Data Engineer,(주)부릉,,서울특별시 서초구,5년 이상,"SQL, ETL, Python",,2026-06-30,https://career.rememberapp.co.kr/job/postings/316744,2026-06-12 09:44,"- Streaming 기반 데이터 파이프라인을 설계·구축하고, Stream 처리 작업을 개발 및 운영
- 데이터 적재(ETL/ELT) 작업을 개발하고, 데이터 정합성 관리 및 운영을 담당
- Data Platform을 개선하고 안정적으로 운영
- Data Warehouse 및 Data Mart 모델링을 수행 • 최소 5년 이상의 Data Engineering 경력을 보유하신 분
• 비즈니스 담당자와의 협업 경험이 있으며, 원활한 커뮤니케이션 역량을 갖추신 분
• 데이터 파이프라인 설계 및 운영 경험이 있으신 분
• Data Warehouse 및 Data Mart 모델링 경험이 있으신 분
• Python 및 SQL 활용 능력을 갖추신 분
• AWS Cloud 환경에 대한 이해 및 실무 경험이 있으신 분
• Kubernetes 기반 인프라 운영 경험
• Airflow 환경 구축 및 운영 경험이 있으신 분 • 데이터/인프라 개선을 통한 비용 및 시스템 최적화 경험이 있으신 분
• Debezium, Kafka 등을 활용한 CDC 파이프라인 구축 및 운영 경험이 있으신 분
• Spark 기반 데이터 처리 및 성능 개선 경험이 있으신 분
• Terraform을 활용한 인프라 자동화 및 IaC 경험이 있으신 분"
리멤버,데이터 분석가,데이터 사이언티스트,[자회사-한국평가정보(KCS)] Data Engineer(7년이상),(주)한국신용데이터,,서울특별시 강남구,7~15년,"데이터 마트, Python",,상시채용,https://career.rememberapp.co.kr/job/postings/316700,2026-06-12 09:44,"-데이터 관련 서비스 개발
-데이터 수집 개발
-데이터 파이프라인 개발
-RDS 관리
-EMR 관리
-CPS 및 스코어 개발
-데이터 가공
-데이터 마트 개발 및 운영
-홈택스 수집 시스템 개발 및 운영
-스크래핑 개발 지식
-IT 전반 기본 지식 및 이해도
-금융 신용정보업에 대한 이해도

기술(스킬/경험)
-7년 이상의 데이터베이스 개발 및 튜닝 경험
-AWS data 인프라 관련 사용 경험
-java , python 프로그래밍 경험
-RDBMS 모델링 및 설계 능력

태도
-개인사업자가 당면한 신용정보/금융정보의 비대칭성, 신용평가의 불합리성 등에 대해 깊이 공감하고 이를 해결하고자 하는 의지를 가지신 분
-간결함과 자동화를 추구하시는 분
-문제해결에 적극적이고 흥미를 느끼시는 분
-데이터 분석 결과를 기반으로 구성원들과 원활한 커뮤니케이션이 가능하신 분 -대용량 트래픽 처리를 위한 서버 개발 및 운영 경험
-금융권 회사 경험"
리멤버,Business Analyst,서비스기획·PM/PO(프로덕트),[쿠팡Ads]Product Specialist(광고 프로덕트 전략 및 GTM 전문가),쿠팡(주),,서울특별시 광진구,7~12년,SQL,,2026-06-28,https://career.rememberapp.co.kr/job/postings/319300,2026-06-12 09:44,"• 판매 리더십: 제품 영역에서 판매 목표를 설정하고 달성합니다. 목표 미달성시 원인을 분석하고 대안을 찾아 목표 달성을 주도 합니다.
• 제품 전문성: 시장, 경쟁환경, 고객의 요구와 행동에 대한 전문가로서 세일즈팀 및 제품팀과 협력하여 제품의 확장과 가치를 발굴합니다.
• 프로젝트 관리: 제품의 매출 목표 달성과 가치 확장을 위한 프로젝트를 주도하고 감독합니다. • 프로젝트 목표, 범위, 일정 및 산출물을 정의하고 성공적인 프로젝트 실행을 관리합니다.
• 전략적 파트너십 및 이해 관계자와 협업: 세일즈, 마케팅, 제품팀과 협력하며, 주요 고객과 제품 중심의 파트너십을 관리합니다.
• 세일즈 분석: 깊이있는 데이터 분석에 기반하여 내외부 관계자를 설득하고, 광고주와 제품 비즈니스 성장을 도모합니다. •  7년 이상의 e-commerce 및 마케팅/광고 세일즈 경험이 있으신 분
• 혁신적인 신제품을 시장에 출시하고 판매하여 성공한 경험이 있으신 분
• 전략적 사고를 통해 문제를 정의하고 실행 전략을 도출하는 등 비즈니스 문제해결의 전 과정을 주도한 경험이 있으신 분
• 높은 목표를 달성하기 위해 창의적인 시도를 기획하고 추진할 수 있는 능력이 있으신 분
• Cross-functional팀과의 협업 능력이 있으신 분
• 불확실한 상황에서도 강한 학습 능력을 발휘하며 성장하는 자세가 있으신 분 • E-Commerce, Platform, Ad-Tech 광고에 대한 경험 혹은 이해도가 높으신 분
• 사업 기획, 프로젝트 및 프로덕트 PM, 컨설팅 경험이 있으신 분
• 빠른 반복 주기를 가진 agile 환경에서의 실행 경험이 있으신 분
• 글로벌 광고 또는 테크 기반 회사에서 근무한 경험이 있으신 분
• 데이터 활용을 통한 분석 및 전략 도출 능력(SQl, Excel, PowerBI 등)이 있으신 분
• 비즈니스 영어 가능하신 분"
리멤버,Business Analyst,사업전략·기획,[사업기획] 양자컴퓨팅 사업 기획 전문가,(주)프로써치코리아,", ",서울특별시 전체,10~25년,통계,,2026-06-21,https://career.rememberapp.co.kr/job/postings/318786,2026-06-12 09:44,"양자 컴퓨팅 기술 도입을 위한 사업 검토 및 추진 학력: 4년제 학사 이상
전공: 양자물리학 전공 or 물리학, 수리과학, 통계학, 컴퓨터공학, 전기정보공학 중
         전공한 사람(+ 양자에 대한 이해도 필요)
경력: 10년 이상
(필수) 양자 사업 검토 기획 경험 • 양자컴퓨팅 관련 사업 엔지니어 근무 경력
• 비지니스 영어 가능"
리멤버,Business Analyst,데이터 분석가,Sr Data Analyst (First Mile Experience),쿠팡(주),,서울특별시 전체,3~10년,"SQL, Tableau, A/B, 통계, KPI, Python",,상시채용,https://career.rememberapp.co.kr/job/postings/316485,2026-06-12 09:44,"Delivery Experience Analytics 팀은 쿠팡 물류의 심장부에서 일합니다. 주문이 접수되는 순간부터 풀필먼트, 허브, 라스트마일 배송, 반품·교환 처리까지 — 물류 전 과정(End-to-End Logistics)의 데이터를 분석하고 최적화합니다. 하루 수백만 건의 배송이 만들어내는 방대한 물류 데이터 속에서 배송 품질을 높이고 운영 효율을 극대화하는 것이 이 팀의 미션입니다.

- 풀필먼트 센터에서 고객 문 앞까지, 물류 전체 여정의 핵심 KPI 를 설계하고 End-to-End 로 모니터링합니다
- 단순 리포팅을 넘어 — 물류 운영의 병목을 데이터로 증명하고 실험을 설계하며, 분석이 실제 배송 품질 개선으로 이어지는 임팩트를 직접 만들어갑니다
- AI/LLM, 자동화 파이프라인 등 최신 기술을 적극 도입하며, 분석가가 반복 업무가 아닌
고부가가치 문제 해결에 집중할 수 있는 환경입니다

업무내용
- 비즈니스 운영 효율화를 위한 의사결정 지원 시스템 개발
- 도메인 데이터 분석을 통해 인사이트 도출 및 핵심 지표 정의/개선
- 리포트, 알고리즘, 분석 결과를 기술/비기술 이해관계자 모두에게 커뮤니케이션
- 지표 개발 요청의 우선순위를 설정하고 주니어 BA 리딩 및 주요 프로젝트 추진
- 보고서 및 시스템을 최신 상태로 유지하고, 신기술 및 방법론 도입/적용
- 프로젝트 산출물, 의사결정 과정, 최종 결과에 대한 문서화
- 이해관계자와 협업하여 요구사항을 정의하고, 이를 실행 가능한 Task 로 전환하여 기한 내 고품질 결과물 도출
- AI/LLM 등 최신 기술을 분석 업무에 접목하여 인사이트 도출의 속도와 품질을 높이는 시도
- 반복적인 데이터 추출·리포팅 업무의 자동화 파이프라인 구축 및 개선 - 데이터 분석 관련 실무 경력 3 년 이상 (또는 그에 준하는 프로젝트 경험)
- SQL 능숙, Python 활용 (데이터 추출·분석·자동화를 코드로 수행할 수 있는 수준)
- Airflow 등 스케줄링 도구를 활용하거나, 반복 업무를 스크립트로 자동화해본 경험
- Tableau 등 시각화 도구를 활용한 대시보드·리포트 구축 경험
- AI 도구(ChatGPT, Claude Code, Copilot 등)를 업무에 활용해 생산성을 높여본 경험
- 데이터를 기반으로 문제를 정의하고, 분석을 통해 실행 가능한 해결책까지 도출해본 경험
- 분석 결과를 다양한 이해관계자(기획, 개발, 리더십)에게 명확하게 전달하는 커뮤니케이션 역량
- 분석 결과가 실제 비즈니스 지표(매출, 비용, 고객 경험 등) 개선으로 이어진 임팩트 사례 보유
- 여러 팀과 협업하며 프로젝트를 주도적으로 이끌어본 경험 - 리테일/이커머스 도메인에서의 분석 경험
- 통계 분석, A/B 테스트 등 정량적 의사결정 방법에 대한 기본적 이해
- 대용량 데이터 처리 환경(Spark, Hive 등) 활용 경험
- GitHub 등을 활용해 분석 코드나 쿼리를 체계적으로 관리하고 팀과 공유해본 경험
- 모르는 것이 있어도 부딪히며 배우려는 의지와 끈기 — 지금의 스킬셋보다 성장 가능성을 중요하게 봅니다
- 영어 커뮤니케이션이 가능하면 좋지만, 필수는 아닙니다"
리멤버,Business Analyst,서비스운영,[쿠팡] 라스트마일 데이터 분석 및 운영 지원 담당자,쿠팡(주),,서울특별시 송파구,4~8년,"SQL, Python",,상시채용,https://career.rememberapp.co.kr/job/postings/316383,2026-06-12 09:44,"• SQL 및 구글 스프레드시트를 활용한 라스트마일 운영 데이터 추출, 가공 및 검증
• 라스트마일 시스템 관련 데이터 수집 및 구조화, 데이터 정합성 관리
• 비즈니스 의사결정을 지원하기 위한 데이터 분석 및 분석 모델 구축
• 데이터 분석 결과를 기반으로 한 라스트마일 운영 프로세스 개선 및 효율화 지원
• 라스트마일 데이터 분석을 통한 운영 리스크 예측 및 대응 지원
• 운영 조직과의 협업을 통한 데이터 기반 인사이트 공유 및 실행 지원 • 경력 4년 이상 ~ 8년 이하 및 대학교졸업(4년)이상에 해당되시는 분
• Python, SQL, 쿼리, Google Sheets 및 Excel 등 데이터 분석 도구 활용이 가능하신 분
• SQL 기반의 데이터 추출 및 분석 경험이 있으신 분
• 대용량 데이터를 분석하여 의미 있는 인사이트를 도출한 경험이 있으신 분
• 데이터 검증 및 데이터 정합성 관리 경험이 있으신 분
• 운영 또는 오퍼레이션 환경에서 데이터 기반 업무 경험이 있으신 분 • 이커머스 또는 물류/라스트마일 운영에 대한 이해 또는 관련 경험이 있으신 분
• 고객 경험 또는 배송 품질 관련 데이터 분석 경험이 있으신 분
• 다양한 이해관계자와 협업하며 문제를 해결한 경험이 있으신 분
• 빠르게 변화하는 환경에 유연하게 적응하며 업무를 수행하신 경험이 있으신 분
• 다국가 또는 글로벌 조직과 협업한 경험이 있으신 분"
리멤버,Business Analyst,데이터 분석가,고객 행동 데이터 분석가,(주)올빅뎃,,경기도 성남시 분당구,7~12년,"SQL, 데이터마트, Tableau, 통계, KPI, Python",,상시채용,https://career.rememberapp.co.kr/job/postings/301410,2026-06-12 09:44,"- 여러 국가의 다양한 서비스에서 발생하는 글로벌 규모의 대용량 데이터에 대한 다각도 분석 수행
- 서비스 KPI 설계 및 검증
- AB Test 등 실험 설계 및 분석 보고서 발행

- 스킬
language : Python 초급 이상, SQL 고급 이상
Framework : Apache Spark, Apache Hive, Apache Hadoop, Presto
Tools : Tableau, Apache Zeppelin
Collaboration : Atlassian Confluence Jira, Slack - 5년 이상 서비스 데이터 분석 및 Growth 분석 경험이 있는 분
- 분석 보고서 작성 및 발행 경험이 있는 분
- 데이터를 기반으로 비즈니스 인사이트를 도출한 경험이 있는 분
- 비즈니스 KPI를 SQL로 작성한 경험이 있는 분
- 시각화 도구를 활용하거나, 분석도구를 연동하여 분석 효율을 높인 경험이 있는 분
- 새로운 환경에서 새로운 분석 문제 해결하는 것을 좋아하시는 분 - 데이터마트를 주도적으로 설계, 구축하고 운영한 경험이 있는 분
- 복잡하거나 반복적인 문제를 데이터모델을 이용하여 단순화, 자동화하여 해결한 경험
- 주어진 데이터에 가장 잘 부합되는 모델을 설정하고, 그 결과를 도출하고, 이에 대한 해석을 수행한 경험
- 데이터 중복이나 이상 값 처리와 같은 데이터 품질을 관리한 경험
- 선형모델/회귀분석/인자분석/시계열분석/패널데이터분석/구조방정식모델 중 한 가지 이상 분야에 대한 분석 경험
- 주전공 수학/통계/물리/컴퓨터과학
- 유닛 리더로써 고객사 및 본사와의 커뮤니케이션 경험이 있으신 분"
