source,keyword,title,company,industry,location,employment_type,experience,skills,salary,deadline,url,crawled_at,description
잡코리아,데이터분석,"[아키클래식] 자사몰 데이터 분석, 인사이트 도출 전문가(주4.5일근무)",㈜올위메이크이즈,,서울 성동구,정규직(수습 2개월),3,,"연봉 4,000~4,600만원
(면접 후 결정)",2026-06-20,https://www.jobkorea.co.kr/Recruit/GI_Read/49222009,2026-06-12 09:35,
잡코리아,데이터분석,시니어 AI 및 데이터 분석 전문가,피엠인터내셔널코리아(유),,서울 영등포구,정규직(수습 6개월),5,"SQL, 데이터 정제, 전처리, Tableau, Power BI, 통계, Python",,2026-06-19,https://www.jobkorea.co.kr/Recruit/GI_Read/49121266,2026-06-12 09:35,"피엠인터내셔널코리아(유)를 소개해요
피엠인터내셔널은 1993년 창립되어, 건강 및 웰빙 분야에서 혁신적인 제품을 선보이며,
글로벌 네트워크 마케팅 산업을 선도해 온 기업입니다.


본사는 룩셈부르크에 위치하고 있으며, 현재 전 세계 40여 개국에 지사를 두고,
1,000명 이상의 직원들이 함께 하고 있습니다.


회사는 20년 연속으로 혁신 기업 100대에 선정되었으며, 전 세계 직접 판매 기업 중 6위에 자리 잡고 있습니다.
또한, 누적 판매량 8억 개를 넘어서며, 글로벌 시장에서 그 입지를 확고히 다져왔습니다.


피엠인터내셔널코리아는 2018년에 설립되었음에도 불구하고,
2022년 기준으로 매출 5천억 원을 넘어서며, 전 세계 지점 중 가장 빠르게 성장하는 주요 거점으로 자리 잡았습니다.


이는 피엠인터내셔널의 발전에 중요한 기여를 해온 성과로,
그 성장은 회사의 지속 가능한 성장과 혁신을 위한 원동력이 되고 있습니다.
서울을 비롯해 국내 7개의 지사와 물류 센터를 운영하며, 약 150명의 인재들이 함께 일하고 있습니다.


또한, 피엠인터내셔널코리아는 3년 연속 ‘일하기 좋은 기업’(Great Place To Work) 인증을 획득하였으며,
단순한 인증을 넘어, 직원들의 복지와 근무 환경을 지속적으로 개선하기 위해 끊임없이 노력하고 있습니다.


[직무 개요]
AI 및 데이터 분석 전문가는 다양한 데이터 분석 및 AI 기술을 활용하여 비즈니스 성공을 이끄는 최적의 업무 행동 및 전략을 식별하고 설정하며 실행합니다. 이는 TP(Top Performer)의 최적 업무 모델을 개발하고, 회원 판매 정보, 커미션 정보, 탈퇴 정보, 세미나 정보 등을 분석하여 최적의 비즈니스 전략을 제안하는 업무를 포함합니다.
이런 업무를 해요
ㆍ데이터 수집 및 정제 :
　- 회원 판매 정보, 커미션 정보, 탈퇴 정보, 세미나 정보 등을 다양한 소스에서 수집
　- 데이터의 정확성과 일관성을 확보하기 위한 데이터 정제 및 전처리 수행
ㆍ데이터베이스 관리 :
　- 실무 모델 개발을 위한 SQL/NoSQL 모델 설계 및 구현
　- 대규모 데이터베이스(SQL 및 NoSQL)의 관리 및 최적화
　- 데이터베이스 보안 유지 및 접근 권한 관리
ㆍ데이터 분석 :
　- 수집된 데이터를 분석하여 성공적인 TP의 행동 패턴 식별
　- Tableau, Power BI 등의 시각화 도구를 활용하여 분석 결과 시각적으로 표현
ㆍAI 모델 개발 :
　- 머신러닝 및 예측 분석 모델을 개발하여 성공적인 TP의 베스트 프랙티스를 도출
　- 자연어 처리(NLP) 기술을 활용하여 세미나 정보 및 커뮤니케이션 내용을 분석
ㆍ보고 및 전략 제안 :
　- 분석 결과를 바탕으로 최적의 비즈니스 전략 제안
　- 분석 결과를 경영진 및 관련 부서에 보고하여 데이터 기반 의사결정 지원
ㆍ지속적인 개선 :
　- 분석 모델의 성능을 지속적으로 모니터링하고 개선
　- 최신 데이터 분석 및 AI 기술 학습 및 적용
이런 분들을 찾고 있어요
ㆍ학력 : 대졸이상
　데이터 분석, 통계학, 컴퓨터 공학 등 관련 분야
ㆍ데이터 분석 및 머신러닝 관련 5년 이상의 경력
ㆍPython, R 등 데이터 분석 언어에 대한 숙련도
ㆍTableau, Power BI 등 데이터 시각화 도구 사용 경험
ㆍ자연어 처리(NLP), 머신러닝 및 예측 분석 경험
ㆍSQL 등 대규모 데이터베이스 구축 및 관리 경험
ㆍAWS, Azure 등 클라우드 컴퓨팅 경험
ㆍ우수한 문제 해결 능력과 분석적 사고
ㆍ강력한 커뮤니케이션 및 협업 능력
ㆍ영어 능력 필수
ㆍ성과 중심, 문제 해결 능력 우수하며 창의적인 사고 필수
이런 분이면 더 좋아요
ㆍ네트워크 마케팅 또는 유사 분야에서의 데이터 분석 경험
ㆍ최신 AI 기술 및 트렌드에 대한 이해
ㆍ프로젝트 관리 경험


[채용 프로세스]
서류전형 > 인터뷰(임원) > 처우 / 입사일 협의 > 입사
* 연봉 및 근로 조건에 대한 합의가 완료되면 최종 입사가 확정됩니다.
* 최종 입사가 확정된 후에는 채용 검진 절차가 진행됩니다


[지원시 유의사항]
ㆍ수습 기간 동안 급여와 복리후"
잡코리아,데이터분석,모아저축은행 경력직 채용,㈜모아저축은행,,"경기 성남시 분당구, 부천시, 안양시 동안구, 고양시 일산서구, 인천 미추홀구","정규직, 계약직",,"SQL, 통계","회사 내규에 따름
(면접 후 결정)",2026-06-14,https://www.jobkorea.co.kr/Recruit/GI_Read/49316302,2026-06-12 09:35,"채용분야
1. 기업금융
기업금융 정보
모집분야	수행 업무	자격요건	근무지	인원
기업금융	
부동산담보대출
일반기업대출
금융기관대출(캐피탈 등)
NPL담보대출 등
	
[자격요건]
학력 : 무관
경력 : 금융기관 기업여신 관련 업무 2년 이상 경력자
(저축은행, 캐피탈, 은행, 증권, 신협 등)
[우대사항]
저축은행 기업여신(PF, 중도금, ABL 등) 영업 경력자
저축은행 여신심사분석사 교육이수자 및 자격증 소지자
[근무조건]
근무형태 : 정규직
급여수준 : 경력사항 및 내규에 따라 협의하여 결정
	본점(인천)
또는
지점	0명
2. 여신관리
여신관리 정보
모집분야	수행 업무	자격요건	근무지	인원
여신관리	
부동산 관련 여신
채권사후관리업무전반
(PF, 중도금, 부동산 담보)
채권관련 법조치 업무
(지급명령, 경공매 등)
	
[자격요건]
학력 : 무관
경력 : 금융기관 (저축은행,은행,신탁사,캐피탈,증권 등)
(부동산 관련 여신관리 업무 2년 이상 경력자)
[우대사항]
시중은행, 저축은행 여신관리 업무 경력자
[근무조건]
근무형태 : 정규직 또는 계약직
급여수준 : 경력사항 및 내규에 따라 협의하여 결정
	본점(인천)	0명
3. 개인정보보호
개인정보보호 정보
모집분야	수행 업무	자격요건	근무지	인원
개인정보보호	
개인정보 보호법상 내부관리
계획 수립 및 이행
개인정보 처리현황 등록 및 관리
보안취약점 점검 및 내부감사
	
[자격요건]
학력 : 학사이상
경력 : 개인정보 처리 및 보호 관련 업무 2년 이상 경력자
[우대사항]
개인정보 처리방침 수립 및 관리 경력자
개인정보 유출, 침해사고 대응절차 경력자
금융권 개인정보관리 업무 경력자
IT 및 정보보안 관련 전공자
개인정보 관리 관련 자격증(CPPG 등) 자격증 소지자
[근무조건]
근무형태 : 정규직
급여수준 : 경력사항 및 내규에 따라 협의하여 결정
	본점(인천)	0명
4. 금융데이터분석
금융데이터분석 정보
모집분야	수행 업무	자격요건	근무지	인원
금융데이터분석	
CSS 운영 및 개발, 분석
각종 통계분석 및 데이터 분석
	
[자격요건]
학력 : 학사이상
경력 : 금융기관 데이터 및 통계분석 관련 업무 2년이상
경력자 (저축은행, 신용평가사 등)
[우대사항]
신용평가모형 수립 및 운영 경력자
각종 지표 분석 및 기획서 작성 경력자
통계패키지(SAS, R 등) 및 SQL 경험자
[근무조건]
근무형태 : 정규직
급여수준 : 경력사항 및 내규에 따라 협의하여 결정
	본점(인천)	0명
5. 수신전담
수신전담 정보
모집분야	수행 업무	자격요건	근무지	인원
창구텔러 및 출납	
예적금 입출금 및 신규,
해지 업무, 출납 업무,
고객관리 업무
	
[자격요건]
학력 : 무관
경력 : 금융기관(저축은행, 시중은행, 신협,
새마을금고 등) 수신창구텔러 업무 1년이상 경력자
[우대사항]
우대사항 : 저축은행중앙회 전산 업무 경력자
[근무조건]
고용형태 : 정규직 또는 계약직
급여수준 : 경력사항 및 내규에 따라 협의하여 결정
	인천(본점)
부천(지점)
분당(지점)
일산(지점)
평촌(지점)	0명
전형방법 및 채용일정
전형일정

채용공고

서류합격
발표

면접

최종합격

※ 상기 전형 일정은 당 은행 사정에 의하여 변동될 수 있습니다.
03.
전형일정 정보
구분	일정	비고
채용공고 및 원서접수	2026.06.05.(금)~14(일) [10일간]	홈페이지 지원
서류전형 합격자 발표	2026년 6월 중	
실무진 면접	2026년 6월 중	
경력직 입행	입행일 협의 (6~7월 중)	합격 후 1~2주 이내 입행협의

상기 전형 일정은 당 은행 사정에 의하여 변동될 수 있습니다.

급여 및 복리후생
급여수준 : 경력사항 및 내규에 따라 협의하여 결정
복리후생

공통사항
다음의 결격사유에 해당되지 않는자
금고이상의 형을 받은 일이 있는자
제한능력자, 파산자로 복권되지 아니한 자
법률에 의하여 특정자격이 상실 또는 정지된 자
모아저축은행 인사복무규정 제9조(채용금지자)의 각 호에 해당하지 않는 자
기타사항
장애인 및 국가보훈대상자는 관계법령에 의거 우대
해외여행에 결격사유가 없는 자
남지원자는 병역필 및 면"
잡코리아,데이터분석,"Application Architect, Technical Architect 채용",아시아나IDT㈜,,서울 종로구,정규직,7,,회사 내규에 따름,2026-06-17,https://www.jobkorea.co.kr/Recruit/GI_Read/49346070,2026-06-12 09:35,"아시아나IDT㈜ Application Architect, Technical Architect 채용

아시아나IDT는 항공, 공항, 건설, 모빌리티, 물류, 금융 등 다양한 분야에서 시스템 구축 및 운영 경험을 보유하고 있으며,
산업별 축적된 경험 및 노하우를 가진 전문 인력과 차별화된 기술력으로 대내외 IT 서비스 및 산업 특화 솔루션을 제공합니다.
고객의 경쟁력 향상과 새로운 가치 창출을 지원하기 위해 경영환경 및 트렌드 변화에 선제적으로 대응하는 ICT 신기술과 디지털
트랜스포메이션(Digital Transformation)을 지원하는 비즈니스 솔루션 개발에 주력하고 있습니다.

모집요강
모집요강 정보
모집 분야	담당업무	자격요건
Application
Architect	
개발표준 수립 및 개발 프레임워크 적용 및
가이드
비기능 개발 요구사항을 식별/분석하여
아키텍처 구현
개발/운영 환경 구성 및 기술 가이드
개발자 지원
성능 테스트 수행 지원
아키텍처 정의서/설계서 작성
소스코드 정적 분석
	
개발 경력 10년이상
Java 언어 및 Spring Boot 프레임워크에 대한 탄탄한 기본기
새롭게 알게 된 기술이나 트러블슈팅 과정을 정리하고
문서화하는 능력
기본적인 데이터베이스 모델링 이해
Container 지식 및 경험
Jenkins 등 CI/CD 파이프라인 개념 및 활용 경험
소프트웨어 외 네트워크, 인프라 전반에 대한 기본 지식과 경험
Kubernetes 환경에서 배포, 운영, 리소스 최적화 및
장애 대응 경험
[우대사항]
MSA 및 분산 시스템 아키텍처에 대한 높은 관심 및 학습 경험
Kubernetes 자격증 (CKS, CKA, CKAD) 또는
AWS Professional 이상 자격증 보유
Kafka, Redis 등 미들웨어의 기본 동작 원리 이해 및 연동 경험

Technical
Architect	
인프라 PM
인프라 요구사항을 식별/분석하여 아키텍처 설계
아키텍처 설계에 따른 시스템 구축
솔루션 설치 및 시스템 연동
보안정책 준수를 위한 취약점 조치 수행
고객사 인프라(H/W, S/W) 환경 분석 및
개선 컨설팅
인프라 용량산정, TCO 분석
인프라 표준 수립 및 운영정책 가이드
	
인프라 운영 또는 프로젝트 TA 7년 이상
인프라 사업 PM 경험
[우대사항]
인프라 고가용성 설계 및 성능 분석, 튜닝 경험
퍼블릭 클라우드 인프라 설계 및 구축 경험(AWS, Azure 등)
우대
컨테이너, 인프라 자동화(IaC) 구축 경험 우대
K8s, Prometheus, GitLab 등 오픈소스 솔루션 구축/운영 경험
입사지원서 접수
입사지원서 접수 : 2026.06.11(목) ~ 2026.06.17(수) 23:59
아시아나IDT 채용 홈페이지(https://asianaidt.recruiter.co.kr)

홈페이지 입사 지원하기

전형절차
서류전형
AI역량검사
1차면접

(실무)

2차면접

(임원)

건강검진
최종합격
기타
장애인 또는 국가보훈대상자는 관계 법령에 의거하여 우대합니다.
지원사항 및 제출서류에 허위사실이 있는 경우 채용이 취소될 수 있습니다.
지원자 본인이 직접 제출한 서류는 요청시 반환이 가능합니다."
잡코리아,데이터분석,[컴투스] 마케팅 데이터 분석가 (5년 이상),㈜컴투스,,서울 금천구,정규직(협의),5,,회사 내규에 따름,2026-06-13,https://www.jobkorea.co.kr/Recruit/GI_Read/48983718,2026-06-12 09:35,
잡코리아,데이터분석,[더 운반] 디지털플랫폼 'Data Scientist' 경력사원 모집,CJ대한통운㈜,,서울 종로구,정규직(협의),,"SQL, Tableau, 통계, Python",회사 내규에 따름,상시채용,https://www.jobkorea.co.kr/Recruit/GI_Read/49145350,2026-06-12 09:35,"[더 운반] 디지털플랫폼

'Data Scientist' 경력사원 모집

포지션 및 자격요건

Data Science

직무소개

ㆍ디지털운송플랫폼  Data Scientist

    - 디지털플랫폼 핵심 엔진을 위한 데이터 분석 및 실험 설계

    - 데이터 기반의 주요 지표 정의, 모니터링, 분석 

    - 수요/공급 예측 모델링

    - 플랫폼 고도화를 위한 핵심 엔진 및 운영 효율을 위한 최적화 모델링

    - 데이터 파이프 라인 제작

    - 데이터 분석을 위한 로그 및 마트 테이블 설계 관리 등




지원자격

ㆍ관련 전공 석사 학위 이상

ㆍData Science, AI/알고리즘 개발 경력 5년 이상

ㆍ필요역량

    - Data-Driven Decision Making을 위한 실험 설계 및 통계적 가설 검증 역량 

    - Python을 활용한 머신 러닝 및 최적화 모델 개발 역량 

    - 데이터 수집 및 처리를 위한 SQL 활용 능력

    - Tool : Python, Postfresql, Tableau 등 활용




우대사항

ㆍ데이터 시각화 도구(Tableau 등) 활용 능력 


ㆍML 프레임워크(Pytorch, Tensorflow, Keras 등) 활용 능력 

ㆍAWS, GCP 등 클라우드 플랫폼 사용 경험 

ㆍ다이나믹 프라이싱 모델 설계 경험 




기타사항

ㆍ접수기간 : 2025. 06. 19 ~ 채용시까지(상시채용)

ㆍ접수방법 : 당사 채용 홈페이지 지원

ㆍ자세한 상세요강은 반드시 채용 홈페이지에서 직접 확인해 주시기 바랍니다.





   기업 채용 홈페이지 바로가기 click   "
잡코리아,데이터분석,"[비투엔] AI 엔지니어, 데이터 분석 담당자 채용",㈜비투엔,,서울 영등포구,정규직,3,"통계, Python","회사 내규에 따름
(면접 후 결정)",2026-07-10,https://www.jobkorea.co.kr/Recruit/GI_Read/49347281,2026-06-12 09:35,"[비투엔] AI 엔지니어, 데이터 분석 담당자 채용

㈜비투엔은 2004년에 설립된 회사로 중소기업입니다. 서울 영등포구 선유로 146 (양평동3가, 이앤씨드림타워)에 위치하고 있으며, AI/빅데이터 전문기업으로 데이터 설계, 구축, 관리, 활용, 분석의 컨설팅과 솔루션 제공사업을 하고 있습니다.

포지션 및 자격요건

포지션
( 0명 )

	

담당업무

1) AI 모델 개발

고객 AI 활용 서비스 현황 분석 및 진단, 과제 도출
AI 서비스를 위한 필요 데이터 분석 및 AI 모델 후보 선정
AI 모델 설계, 환경 구성 및 개발, 시각화, 평가, 튜닝
ML/DL/Foundation model 활용 Fine-tuning 등 모델




2) AI Agent 개발

고객 AI 활용 Agent 현황 분석 및 진단, 과제 도출
고객사 IT인프라 및 보안을 고려한 최적의 AI Agent 구조 설계
Multi-LLM를 고려한 환경 구성 및 개발, 평가, 튜닝
TCO 관점에 AI Agent 구현




자격요건

[공통]

데이터 관련 업무 경력 3년 이상 15년 이하
개발 리딩 경험
Python 상 수준 활용




[AI 모델 개발]

통계 지식 기반(전공 또는 과목 이수) 데이터 분석 경험
ML/DL 분석모델 개발,평가,튜닝 경험




[AI Agent 개발]

RAG플랫폼(LangChain,LangGraph 등) 활용 AI Agent 개뱔 경험
LLM/sLLM/Fine-tuning 모델 활용 구축 경험
Vecotor DB 활용 개발 경험
 

우대사항

빅데이터 플랫폼 기반 데이터 엔지니어링 경험
Public Cloud(AWS, Azure, GCP) 환경 Native Service(SageMaker 등) 활용 모델 개발 및 AI Agent 개발 경험
컨설팅 경험 역량
PM,PL 경험 역량




전형절차

ㆍ서류전형 > 1차면접 > 2차면접 >  최종합격

ㆍ각 전형일정 및 결과에 대해서는 유선 및 이메일을 통해 안내드립니다.




유의사항

ㆍ정규직 입사 시 12주의 수습기간이 적용됩니다.

ㆍ허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.

ㆍ해외 출입국에 결격 사유가 없으며, 남성의 경우 병역을 필하였거나 면제된 자여야 합니다.

ㆍ국가보훈해당자 및 장애인은 관련 법률에 의거하여 우대합니다. (증빙서류 제출자에 한함)

ㆍ당사에서는 `채용절차 공정화에 관한 법률`을 준수하며, 채용과정에서 오프라인으로 제출한 서류가 있을 경우 해당 공고의 채용 여부가 확정된 이후 14일 이내에 반환을 요청할 수 있습니다. 반환 희망 시 이메일을 통해 반환을 청구해 주시기 바라며 접수 후 14일 내 요청 서류를 등기우편으로 발송해 드립니다. 단, 채용사이트를 통해 제출한 일체의 서류 및 당사의 요청이 없음에도 자발적으로 제출한 서류는 반환 청구 대상에 포함되지 않으며 `채용절차 공정화에 관한 법률`에 따라 180일간 보관된 후 파기됩니다.


"
잡코리아,데이터분석,[닐슨아이큐코리아] Data Analyst 채용 (신입채용),닐슨아이큐코리아(유),,서울 중구,정규직,0,"통계, KPI, Python","회사 내규에 따름
(면접 후 결정)",2026-07-09,https://www.jobkorea.co.kr/Recruit/GI_Read/49343545,2026-06-12 09:35,"[닐슨아이큐코리아] Data Analyst 채용 (신입)

본 포지션은 NIQ의 Tech & Durables 클라이언트를 대상으로, 판매 데이터 기반 시장 데이터를 분석하고 모델링하는 역할입니다. 샘플 기반 데이터를 활용하여 시장 전체 수준의 인사이트로 확장하는 업무를 담당하며, Python과 Excel을 활용한 데이터 처리 및 분석 업무가 중심입니다. 데이터 분석 및 모델링 커리어를 시작하고 싶은 entry-junior 레벨 인재를 채용합니다.

포지션 및 자격요건

Data Analyst ( ○명 )

담당업무

1. Modeling Activities

렌탈 판매 데이터(PoS)를 기반으로 기초 모델링 및 데이터 추정 작업 수행

샘플 데이터를 시장 수준으로 확장(extrapolation)하는 계산 로직 지원

Python 및 Excel을 활용한 데이터 가공 및 분석




2. Universe Updates

시장 범위(Universe) 정의 및 업데이트 지원

신규 데이터 반영 및 기존 구조 수정 시 데이터 영향도 확인

내부 시스템(POS Manager 등)에 데이터 업데이트 반영




3. Sample Maintenance

리테일 샘플(점포 데이터) 유지 및 관리

비활성 매장, 저성과 데이터 등 이상 데이터 식별 및 정리

샘플 대표성 유지를 위한 기본적인 데이터 점검 수행




4. Data Quality & Monitoring

데이터 오류 및 이상치(outlier) 탐지 및 수정

데이터 품질 체크 및 KPI 모니터링 지원

간단한 Root Cause Analysis 수행 및 문제 해결 지원




5. Reporting & Team Support

분석 결과 정리 및 리포트 작성 지원

내부 팀 및 프로젝트 업무 지원

데이터 관련 문의 대응




자격요건

? 학사 이상 (전공 무관 / 통계, 데이터, 공학, 경영 관련 전공 우대)

? Python 또는 Excel을 활용한 데이터 분석 경험 (학습/프로젝트 포함 가능)

? 기본적인 데이터 처리 및 분석 능력

? 문제 해결 능력 및 꼼꼼한 업무 스타일

? 영어 커뮤니케이션 가능자 (비즈니스 레벨 수준)




전형절차

ㆍ서류전형 > 1차면접 > 2차면접 > 임원면접 > 최종합격

ㆍ면접일정은 추후 통보됩니다.




유의사항

ㆍ허위사실이 발견될 경우 채용이 취소될 수 있습니다.


"
잡코리아,데이터분석,[플랫폼본부] UA실 UA 매니저,㈜넥슨,,경기 성남시 분당구,정규직(수습 3개월),3,"SQL, BigQuery, Google Analytics, A/B, KPI, LTV, ROAS",회사 내규에 따름,상시채용,https://www.jobkorea.co.kr/Recruit/GI_Read/49310484,2026-06-12 09:35,"[플랫폼본부] UA실 UA 매니저
조직 소개
플랫폼본부는 넥슨에 축적된 다양한 게임 데이터와 AI 기술을 기반으로, 게임 인프라·플랫폼·서비스 전반에 걸친 솔루션을 기술적·공학적 관점에서 설계하고 구현하는 조직입니다. 이를 통해 게임 사용자에게는 더욱 몰입감 있고 즐거운 경험을 제공하고, 넥슨 구성원에게는 생산성과 업무 효율을 향상시키는 것을 목표로 합니다.
UA실은 넥슨코리아가 퍼블리싱하는 30여 종 이상의 모바일·PC·콘솔 게임의 데이터를 분석하여, 보다 효율적으로 유저를 유입시키고 게임의 매출 성장을 극대화하는 역할을 담당하고 있습니다.
[플랫폼본부 테크블로그 바로가기]




직무 소개
UA 매니저는 퍼포먼스 마케팅 경험과 데이터 기반의 사고가 필수이며, 이를 바탕으로 전략적·분석적으로 업무를 수행합니다.
게임 사업/개발팀뿐 아니라 조직 내 개발자, 분석가, 디자이너와의 협업이 많기 때문에 뛰어난 커뮤니케이션 역량과 긍정적인 태도가 요구됩니다.
다양한 신규 프로젝트와 변화하는 환경 속에서 새로운 지식과 업무를 적극적으로 학습하고 도전하려는 자세 또한 중요한 역량입니다.
주요 업무
신규 및 라이브 게임의 유저 유입을 위한 마케팅 전략 수립
캠페인 플래닝 및 다양한 마케팅 채널과의 협업·운영
UA 캠페인의 성과 관리 및 데이터 분석을 통한 마케팅 효율 극대화
UA 캠페인을 통한 효율적 고품질 유저확보 및 게임의 주요 KPI(DAU, LTV, 전체 매출) 성장 기여
지원 자격
광고 운영 및 분석 툴 사용 경험이 있으신 분(Google Ads, Meta Ads, TikTok Ads, Firebase, Google Analytics, Google Tag Manager 등)
데이터 분석 능력을 보유하신 분(CPI, IPM, CVR, ROAS 기반 성과 분석, A/B 테스트 기획 및 분석)
캠페인 설계 능력을 보유하신 분(권역별 CPI, LTV 및 채널별 특성을 고려한 미디어믹스 설계)
원활한 커뮤니케이션 및 프로젝트 관리 능력을 보유하신 분
역량 강화를 위한 새로운 분야에 실험적 접근 및 학습 의지가 높으신 분
[필수제출] 업무 관련 포트폴리오(UA 광고 운영 경험 포함)
우대 사항
글로벌 커뮤니케이션 역량(특히 일본어) 및 해외 플랫폼·파트너 협업 경험이 있으신 분
국내/글로벌 런칭 UA 캠페인 플래닝 및 운영 경험이 있으신 분
SQL·BigQuery 활용 데이터 추출 및 분석 경험이 있으신 분(쿼리를 통한 오디언스 추출, 데이터 분석 등)
AI 툴을 활용한 캠페인/리포트 자동화 또는 소재 제작 경험이 있으신 분(Claude Code 등)
업무 관련 자격증을 보유하신 분(Google Ads Certification, Google Analytics Certification, Meta Blueprint Certification 등)
광고 소재 기획 및 제작 협업 능력을 보유하신 분(Adobe Photoshop, Figma 활용한 소재 기획/Adobe Premiere Pro 등 영상 편집 툴 활용 능력)
전형 절차
서류전형 → 면접전형 → 최종합격

해당 절차는 후보자에 따라 변동이 있을 수 있습니다.

면접전형 중 후보자 동의 하에 레퍼런스 체크(평판조회)가 진행될 수 있으며, 진행 시 별도 안내 드릴 예정입니다.

기타 사항
본 공고는 채용 완료 시 조기 마감될 수 있습니다.
서류 검토 기간은 최대 1개월이 소요될 수 있으며, 서류 전형 이후 일정은 합격자에 한해 개별 안내 드립니다.
국가보훈 대상자 및 장애인은 관련 법령에 의거하여 우대합니다.
입사 후 3개월간 수습기간이 적용되며, 해당 기간 동안 급여, 인사제도 등은 모두 동일하게 제공됩니다.
입사지원서 및 자격사항이 사실과 다르거나 부정행위가 발견되는 경우 입사가 취소될 수 있습니다."
잡코리아,데이터분석,[닐슨아이큐코리아] Data Scientist 채용 (6년이상 경력),닐슨아이큐코리아(유),,서울 중구,정규직,6,"SQL, 데이터 정제, 통계, Python","회사 내규에 따름
(면접 후 결정)",2026-07-10,https://www.jobkorea.co.kr/Recruit/GI_Read/49352176,2026-06-12 09:35,"[닐슨아이큐코리아] Data Scientist 

채용 (6년+ 경력)

본 포지션은 한국 시장의 FMCG/리테일 판매 데이터를 기반으로 Universe(모집단) 정립 및 투영을 포함한 데이터 모델링과 분석을 수행하는 역할입니다.
다양한 클라이언트로부터 제기되는 비즈니스 과제를 기반으로 팀 단위로 협업하여 문제를 해결하며,
각 프로젝트에서 데이터 처리, 검증, 소비자 패널 데이터를 시장 수준으로 확장(Projection) 하는 과정에 참여합니다.


각 프로젝트별로 팀 매니저가 필요한 인력을 배정하며, 배정된 팀원들이 함께 방법론을 설계하고 데이터 분석 방향 및 고객 커뮤니케이션 전략을 논의합니다. 담당자는 이러한 논의 결과를 바탕으로 고객사에 분석 결과와 논리(Reasoning)를 명확하게 설명하고 설득하는 역할을 수행합니다. 또한 데이터 처리, 모델링, 검증 등 Data Science 전반에 걸쳐 기여하며, 장기적으로는 제품 및 방법론 개선에도 참여하게 됩니다..

포지션 및 자격요건

Data Scientist ( ○명 )

담당업무

ㆍ한국 FMCG/리테일 시장 데이터 분석 및 모델링 수행

ㆍ패널 데이터 기반 Universe 설정 및 Projection 로직 설계/검증

ㆍ데이터 정제, 처리 및 품질 관리

ㆍ클라이언트 과제에 대해 팀과 함께 방법론 설계

ㆍ분석 결과 및 가정(assumption)에 대한 Reasoning을 고객사에 설명

ㆍ데이터 품질 및 Projection 정확도 개선을 위한 지속적 고도화







자격요건

? 학사 이상 (전공 무관 / 통계, 데이터, 공학, 경영 관련 전공 우대)

? 약 6년 이상의 관련 경력 (FMCG, 리테일, 소비자 데이터 분석 등)

? Python 등 데이터 분석 및 모델링 관련 툴 활용 경험 (필수)

? 데이터 처리 및 분석, 모델링에 대한 기본적인 이해

? SQL 및 대용량 데이터 핸들링 경험

? 영어 커뮤니케이션 필수




우대사항

ㆍ리테일 측정 데이터 또는 소비자 행동 데이터 분석 경험


ㆍ프로젝트 기반 업무 환경에서의 협업 경험

ㆍ다양한 이해관계자와의 커뮤니케이션 및 조율 경험




전형절차

ㆍ서류전형 > 1차 HR Screening면접 > 2차 대면면접 > Technical Test+Presentation면접 > 최종합격

ㆍ면접일정은 추후 통보됩니다.




유의사항

ㆍ허위사실이 발견될 경우 채용이 취소될 수 있습니다.


"
